handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_dcb40b48-3334-f641-01c5-fe227d768620,Product,"Colgate Kids Battery Powered Electric Toothbrush - Barbie, Extra Soft Bristles,","Introducing the Colgate Kids Battery Powered Electric Toothbrush - Barbie, Extra Soft Bristles, perfect for young patients who visit Dentaltourismclinicsindia. This exciting and fun electric toothbrush encourages good dental habits while making brushing enjoyable for children. With its extra soft bristles, it ensures a gentle yet effective clean for young, sensitive teeth and gums. At our dental center, we emphasize the importance of maintaining healthy oral hygiene from an early age, and this toothbrush is a fantastic tool for achieving that goal. Trust Dentaltourismclinicsindia to provide the best dental care products that align with our commitment to excellent oral health.",b6120a_117969814f1b4378ad7da178c85354a2~mv2.webp;b6120a_49f969ce9ba1481cab2278ac693b18e4~mv2.webp;b6120a_ada05586b30d4bbebeca350593d615fd~mv2.webp;b6120a_173d40785a79420ca040d5b78777310c~mv2.webp,Kids Tooth Brush,,,799.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3a88552d-30bf-efe6-1809-70cd9f875b0d,Product,Colgate Kids Barbie Extra Soft Toothbrush,"At Dentaltourismclinicsindia, we prioritize your child's dental health and happiness, which is why we recommend the Colgate Kids Barbie Extra Soft Toothbrush. Designed for gentle yet effective cleaning, this toothbrush features extra soft bristles that are perfect for children's delicate gums. The Barbie design adds a fun and engaging element, encouraging consistent brushing habits from an early age. Ideal for promoting oral hygiene in a painless and enjoyable way, it aligns with our commitment to providing top-notch dental care. Secure your child's bright smile with the trusted quality of Colgate, available at our clinic.",b6120a_ef9693db13aa447582fad23201b5c527~mv2.webp;b6120a_27b084d52c80486090f6eb4f17952ee0~mv2.webp;b6120a_2faa465df140482a9b806320fbca6d5d~mv2.webp;b6120a_c23140db46194912bbefe4d1bb46e976~mv2.webp;b6120a_1b73cc35cc1c450e984c8f358f8e0e35~mv2.jpg,Kids Tooth Brush,,,27.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9e40f1c-20f4-c5ae-4843-56ccdfe2cc86,Product,"Colgate Sensitive Plus Relief Toothpaste, 70G, With Pro-Argin Technology, Clinic","Discover the exceptional relief of Colgate Sensitive Plus Relief Toothpaste, specially formulated with Pro-Argin Technology to provide instant and long-lasting relief for sensitive teeth. This 70G clinic-grade toothpaste is perfect for those seeking professional dental care solutions. At Dentaltourismclinicsindia, we are committed to offering top-tier dental products and services to ensure your oral health is in optimal condition. Incorporate Colgate Sensitive Plus into your daily routine and experience the difference of advanced dental care. Explore our range of premium dental care products and services tailored to meet your unique needs.",b6120a_2e431524ef394014bf1b9ff9e4aca6a1~mv2.jpg;b6120a_02df0fa776b2482395993f538338aba4~mv2.jpg;b6120a_0290b9bc039544ad9c05239370304e43~mv2.jpg;b6120a_11db6ae5ba004c8ba972c2ed2e5ac269~mv2.jpg;b6120a_ae6a8d209cdc49a888c1c14e63b85b22~mv2.jpg,Sensitive Toothpaste,,,180.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_27c695aa-723a-bc20-0969-ca6a6881f028,Product,"Sensodyne ProNamel Toothpaste, Fluoride, Gentle Whitening, Alpine Breeze, 4 oz.","Discover the premium care of Sensodyne ProNamel Toothpaste, Fluoride, Gentle Whitening, Alpine Breeze, 4 oz., exclusively at Dentaltourismclinicsindia. Engineered to protect and strengthen enamel, this toothpaste combines fluoride formulations for cavity protection while delivering a refreshing Alpine Breeze sensation. Ideal for those with sensitive teeth, it gently whitens your smile without compromising on comfort. Make it a part of your dental routine to maintain a radiant and healthy smile, perfectly complementing the comprehensive services offered at our clinic. Embrace professional dental care from the comfort of your home with Sensodyne ProNamel.",b6120a_18f0c51c7c3d4ebc9b135e0eeb046516~mv2.jpg;b6120a_afe80d9ef87f4df89e5e0f09fdbd2bbb~mv2.jpg;b6120a_6732974ad0c2494094edccd07284b733~mv2.jpg,Sensitive Toothpaste,,,629.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_427d77b6-bd04-e433-39a8-6df4303847f9,Product,Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protecti,"At Dentaltourismclinicsindia, we are committed to your oral health, which is why we recommend the Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack for Daily Protection. This effective toothpaste alleviates sensitivity pain, providing a protective layer that shields teeth from cold and hot triggers. The refreshing mint flavor not only ensures a pleasant experience but also promotes fresh breath, keeping you confident throughout the day. Trust in our expertise and choose Sensodyne for comprehensive daily dental care that aligns with our mission of enhancing your dental health and well-being.",b6120a_c0c966b113cd40f3832d85b33f01f00c~mv2.jpg;b6120a_cf8545a403fc4fe38398418ac74b3b67~mv2.jpg;b6120a_8a4709ff61ed4714a1c7450a366932ad~mv2.jpg;b6120a_3babcd9b02c0401da15d075bef29d17b~mv2.jpg;b6120a_0f1b30a7f3004732979733fdd723c146~mv2.jpg,Sensitive Toothpaste,,,184.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_003a19a7-f70d-8390-127a-753623cb7a29,Product,"Sensodyne Toothpaste Repair & Protect Combo pack, tooth paste for deep repair of","Experience unparalleled dental care with Dentaltourismclinicsindia's Sensodyne Toothpaste Repair & Protect Combo pack. Specially formulated for deep repair, this trusted toothpaste alleviates sensitivity while strengthening and protecting your teeth. Ideal for our valued international patients seeking comprehensive dental solutions, it seamlessly fits into your daily oral care routine. Trust our professional expertise to recommend top-notch products for your dental health. Choose Sensodyne for a smile that's both healthy and confident.",b6120a_a8fa9935588446e0ba5bb86d3bbce7d9~mv2.jpg;b6120a_d95c4b8d67564d1c8183016ba6249591~mv2.jpg;b6120a_4e3198456adc48529975256891341ec7~mv2.jpg;b6120a_d34dfe4bd0ac4cb7a0c6c0325706b572~mv2.jpg;b6120a_5d63b606e0fe43f392e7de290410f5ef~mv2.jpg,Sensitive Toothpaste,,,270.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5d5e3e98-c7ab-d1cb-68f7-c8cca2f57e2e,Product,Sensodyne Rapid Relief Toothpaste 80gm,"Discover quick sensitivity relief with Sensodyne Rapid Relief Toothpaste 80gm at Dentaltourismclinicsindia. Ideal for patients seeking prompt pain alleviation, this specialized toothpaste starts to work in just 60 seconds, providing effective protection against sensitivity triggers. As part of our commitment to exceptional dental care and patient comfort, Sensodyne Rapid Relief is a trusted choice. Experience a noticeable difference in your oral health and enjoy your favorite foods and beverages without hesitation. Visit Dentaltourismclinicsindia to enhance your dental care regimen with Sensodyne Rapid Relief.",b6120a_be26b093d3ae4e9aa9f5b2de388cbec3~mv2.avif;b6120a_aa9a7acee4a04eebaf24d97cd3e94f9c~mv2.avif;b6120a_55776a19f22f4ed991345013ed287898~mv2.avif,Sensitive Toothpaste,,,210.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a55faaaf-bea1-172c-140c-8d14b7926407,Product,Classic Gold New Supreme Hard Toothbrush,"Experience the unmatched quality of the Classic Gold New Supreme Hard Toothbrush, designed for optimal oral hygiene, now available at Dentaltourismclinicsindia. As a dental center, we ensure that each toothbrush provides a superior brushing experience, promoting healthier gums and teeth. Highly durable and effective, each pack is priced to offer excellent value for your money. Elevate your dental care routine with a product that embodies our commitment to your oral health. Secure yours today with per pack price and discover the difference in dental excellence.",b6120a_956a21cd5f1c4d67b7e6a6b18a9de3d5~mv2.webp;b6120a_f44295005db24b24844c5cddd28ece41~mv2.webp;b6120a_bc3c03c61b6648238427cea8ee4f69f2~mv2.webp,Medium Bristles tooth Brushes,,,30.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e962477e-f281-8371-91a6-84e2821cf777,Product,Pepsodent gum expert tooth brush,"Experience the perfect blend of functionality and style with our transparent toothbrush, exclusively available at Dentaltourismclinicsindia. Ideal for those seeking both elegance and superior oral hygiene, its sleek, minimalist design ensures a thorough clean each time. Embrace a professional standard of dental care while enjoying your stay with our expert services. Make your dental health a priority with our carefully selected tools and treatments. Visit us for a complete dental care experience that values both your health and aesthetics.",b6120a_3c345b8796e74454ae66e0917655f142~mv2.jpg;b6120a_ac4624a3561e478796078df0469c8697~mv2.webp;b6120a_df06eebe407349f9a5a0775cf9ebd7b6~mv2.webp,Medium Bristles tooth Brushes,,,55.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_91bd444b-2269-4500-004e-6a34e231eb53,Product,Colgate 360 Whole Mouth Clean Toothbrush,"Experience comprehensive oral care with the Colgate 360 Whole Mouth Clean Toothbrush, now available at Dentaltourismclinicsindia. This innovative toothbrush is designed to clean teeth, tongue, cheeks, and gums effectively, ensuring a whole-mouth clean for our discerning clients. Ideal for those who value top-notch dental hygiene, it complements the superior dental care services we provide. Trust in our professional expertise and state-of-the-art products to maintain your beautiful smile. Enhance your dental health with our expert-recommended Colgate 360 Whole Mouth Clean Toothbrush today.",b6120a_ec2c0433cd3348f88202b5330f959248~mv2.png;b6120a_9c28fb69ea8841f19cfefbbb97cc0aec~mv2.jpg,Medium Bristles tooth Brushes,,,90.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_99e66aa4-97cd-9a3f-4b58-134990805abd,Product,The Mouth Company Premium Bamboo Toothbrush for KIDS | Flat and Low Pressure wit,"Discover The Mouth Company Premium Bamboo Toothbrush for KIDS at Dentaltourismclinicsindia, where we prioritize your child's dental health with eco-friendly solutions. Our toothbrush features a flat, low-pressure design that's gentle on young gums while ensuring effective cleaning. Perfect for our dental clinic's young visitors, this bamboo toothbrush aligns with our commitment to sustainable and high-quality dental care. Let us help you nurture your child's oral hygiene with our professional and environmentally-conscious approach. Visit us to learn more about our top-notch pediatric dental services.",b6120a_6df8272d2a04417aacdc0a206a7f057d~mv2.jpg;b6120a_8cd256cd7741407f81166bf76f3f67f6~mv2.jpg;b6120a_310cdc59117a424f85f9eec6774b70b6~mv2.jpg;b6120a_4a2083cbd1f6442783b3da216eda56be~mv2.jpg;b6120a_9c81d165851440de807d2a0d12553da7~mv2.jpg,Kids Tooth Brush,,,298.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e1cc7190-17eb-5d69-ebc0-c162437a3054,Product,Caresmith Spark Junior Electric Sonic Toothbrush for Kids Ocean Edition | Cute A,"Transform your child's brushing routine with the Caresmith Spark Junior Electric Sonic Toothbrush for Kids Ocean Edition | Cute A, now available at Dentaltourismclinicsindia. This delightful and efficient toothbrush features kid-friendly sonic technology, making dental care engaging and effective. Designed with an adorable ocean theme, it not only sparks joy but also encourages healthy teeth and gums. Perfect for young patients, our dentists recommend it for its gentle yet thorough cleaning action. Choose Dentaltourismclinicsindia for professional, trusted dental care and the best tools to maintain your child's oral health.",b6120a_42a254a4fc9f4a0b9873973c0ff431ce~mv2.jpg;b6120a_5c95feeebf93424cb38da73d3e3bca3e~mv2.jpg;b6120a_4d0360d5eef0444586fad8f186a39544~mv2.jpg;b6120a_4c10a92e3baa4fa1b9530e0e23a0ae22~mv2.jpg,Kids Tooth Brush,,,1100.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_988022e8-200a-d296-1bec-0ef43e65ad18,Product,Kids Bamboo Toothbrush | Soft Bristles with Activated Charcoal | 100% Eco-Friend,"At Dentaltourismclinicsindia, we offer the Kids Bamboo Toothbrush with Soft Bristles and Activated Charcoal - a perfect blend of eco-friendliness and dental care. This 100% Eco-Friendly toothbrush, made from sustainable bamboo, ensures gentle cleaning for your child's delicate gums with soft bristles infused with activated charcoal for superior plaque removal. By choosing our Kids Bamboo Toothbrush, you're not only promoting excellent oral hygiene but also contributing to a greener planet. Trust Dentaltourismclinicsindia to provide top-quality dental products and services that align with our commitment to both dental health and environmental sustainability.",b6120a_274c11561f7147788117f707ffba57ca~mv2.jpg;b6120a_524ddf333e664035a75bc7cccf7b2719~mv2.jpg;b6120a_594c9e245df94def9357862ce931ccde~mv2.jpg,Kids Tooth Brush,,,200.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8841da6d-2f71-889c-9600-009d08c1a8c3,Product,Chicco Manual Toothbrush For Kids (3Y-8Y) With Suction Cup | Extra Soft Tapered,"Discover the perfect dental care solution for your little ones at Dentaltourismclinicsindia with the Chicco Manual Toothbrush for Kids (3Y-8Y). Designed with extra soft tapered bristles, this toothbrush ensures gentle cleaning while protecting delicate gums. Equipped with a convenient suction cup, it makes storage easy and hygienic. As a trusted dental center, we prioritize your child's oral health, providing high-quality, kid-friendly products that support their smile's growth and well-being. Choose Chicco for a brighter, healthier smile!",b6120a_d53168e85dd64f27b7f1061be5612b64~mv2.jpg;b6120a_c78656bd2a9241a1a5388d4cbd27406d~mv2.jpg;b6120a_b039f9ac76f64a4285ee5dcaaf8c7313~mv2.jpg;b6120a_c329bc0ec415453a976df2407e99fb83~mv2.jpg;b6120a_c8179a8b46744a398f389f6930dba840~mv2.jpg,Kids Tooth Brush,,,119.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5f63b028-4307-485e-f1f3-17bb4eb6ad9f,Product,"Johnson's Baby - Tooth Brush (Color May Vary), 1 Piece Pack","Nurture your child's dental health with Johnson's Baby Tooth Brush, thoughtfully designed for gentle cleaning and comfort. At Dentaltourismclinicsindia, our commitment to excellent pediatric dental care starts with quality tools, ensuring your little one enjoys a joyful brushing experience. This toothbrush, available in a variety of delightful colors, features soft bristles suited for tender gums, making it ideal for babies' first teeth. Trust our dental experts to provide the best for your child's sparkling smile. Visit our center to explore a holistic approach to family dental wellness.",b6120a_940895c655e44ba1a31f3557372e2838~mv2.jpg,Kids Tooth Brush,,,33.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6078581-5f5f-540b-fb5b-3ccb79737789,Product,Pepsodent Kids Toothbrush - 1pc,"Ensure your child's oral health with the Pepsodent Kids Toothbrush - 1pc, available at Dentaltourismclinicsindia. Expertly designed for small hands and delicate gums, this toothbrush offers both comfort and effective cleaning. Our dental center emphasizes the importance of early dental care, and this kid-friendly toothbrush complements our wide range of pediatric dental services. Trust Dentaltourismclinicsindia for all your dental needs, where we prioritize your child's bright and healthy smile.",b6120a_db413d406c1040fea2f7656785723947~mv2.jpg,Kids Tooth Brush,,,20.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_66f6aeee-6c35-69d4-a426-e95d6b3daeeb,Product,"Oral B Kids Spiderman Rechargeable Rotating Electric Toothbrush, 2 Brushing Mode","At Dentaltourismclinicsindia, we prioritize your child's dental health with the Oral B Kids Spiderman Rechargeable Rotating Electric Toothbrush. This toothbrush features two brushing modes tailored for delicate young teeth and gums, ensuring an effective yet gentle clean. Fun Spiderman designs motivate kids to embrace daily brushing, while the rechargeable rotating head provides thorough plaque removal. Invest in your child's smile with a tool that's both engaging and effective, aligning perfectly with our commitment to providing exceptional dental care. Give your child the confidence of a brighter, healthier smile with Dentaltourismclinicsindia's trusted dental solutions.",b6120a_400436e159994f7d8f9d88a6f371a7d6~mv2.jpg;b6120a_a687287f066d46fba25a51121ece72ce~mv2.jpg;b6120a_08a6a89c826a443c9c94f15a416a058a~mv2.jpg;b6120a_3ed27003a9f64ef4a0a49acf40c40bc6~mv2.jpg;b6120a_64c1c57c5c6047df992527eff8bda3f1~mv2.jpg,Kids Tooth Brush,,,2199.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_739e6d65-ed5a-2593-a28c-112a0e430913,Product,"Oral-B Pro-Health Stages Power Battery Toothbrush For Kid,Manual With Color Pink","At Dentaltourismclinicsindia, we are committed to ensuring the dental health of children with superior care and optimal products. The Oral-B Pro-Health Stages Power Battery Toothbrush for kids, in a vibrant pink color, is designed to make brushing fun and effective for young ones. Its gentle bristles and ergonomic handle cater perfectly to small hands and tender gums, ensuring a thorough clean every time. Trust us to provide not only exceptional dental services but also the best in dental care products. Enhance your child's oral hygiene routine with this innovative and child-friendly toothbrush.",b6120a_363a282806824b16b77ee90421b5b66b~mv2.jpg;b6120a_862818efa89f4c488969a4637f6319a5~mv2.jpg;b6120a_70f95d950bdf470fb3c69166f5b16827~mv2.jpg;b6120a_812a5363b7cc4316a2dd0d27d260da63~mv2.jpg;b6120a_168b1fc5b9944d3bae4548f36ea1a274~mv2.jpg,Kids Tooth Brush,,,999.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1d237c0d-7741-9b28-fb90-6bb605361a55,Product,Oral B Pro-Health Jr. Battery Powered Kid's automatic Toothbrush featuring Disne,"Give your child a magical brushing experience with the Oral B Pro-Health Jr. Battery Powered Kid's automatic Toothbrush featuring their favorite Disne characters. Available at Dentaltourismclinicsindia, this toothbrush is designed to make dental care fun and effective, promoting healthy habits from an early age. Crafted with professional-grade technology, it ensures thorough cleaning and helps in preventing cavities and gum disease. At our dental center, we prioritize your child's oral health with the best products and services tailored for young patients. Invest in a brighter smile for your little one today!",b6120a_829ba6e226d748038caa3ce42e5f21e1~mv2.jpg;b6120a_b93095c995dd40119c315ee25af3c445~mv2.jpg;b6120a_4a3371f762034c2a91e9bf94d482a375~mv2.jpg;b6120a_9baf2dc4c02644c1a15bbaa7d60fe4a9~mv2.jpg,Kids Tooth Brush,,,3599.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_15a1d14a-e232-1db8-45b6-fd6acabc4531,Product,"Oral-B Manual Toothbrush, Stages 1 (4-24 Months), Baby Soft S1, 1 Toothbrush, 1","Introducing the Oral-B Manual Toothbrush, Stages 1 (4-24 Months), Baby Soft S1, designed to provide the gentle care that your baby's delicate gums and developing teeth need. At Dentaltourismclinicsindia, we understand the importance of starting healthy dental habits early, which is why we recommend this baby-soft toothbrush for our youngest patients. Its ultra-soft bristles and easy-to-grip handle ensure a safe and comfortable brushing experience. Trust our professional team to guide you in selecting the best dental care products for your little ones. Visit us to learn more about our comprehensive dental services tailored for all ages.",b6120a_080d290a4a81484b8db5ca34c0707a64~mv2.jpg;b6120a_d1d8ebef529147e9a1a4af0e60996373~mv2.jpg,Kids Tooth Brush,,,6431.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e46f694-ab84-7749-3b6e-6f87e7f1d3e1,Product,DentoShine Kids Fun Pack Strawberry - 80 gm,"Discover the DentoShine Kids Fun Pack in Strawberry flavor - 80 gm, an exciting way to encourage your little ones to maintain optimal oral health. At Dentaltourismclinicsindia, we prioritize your child's dental care, offering products that are both enjoyable and effective. This toothpaste not only delights with its fruity taste but also ensures thorough cleaning and cavity protection. Our commitment to combining dental health with a fun experience makes oral hygiene routines something children look forward to. Trust in our expert-recommended products to keep those young smiles bright and healthy.",b6120a_37aa7861af944835835b505f41f45e9b~mv2.webp;b6120a_e3ff141230204047955fa9885889cc8d~mv2.webp;b6120a_09628f6da27a4dc3ae116d670a81e48e~mv2.webp;b6120a_3d595ff330d64ca6b57377c94eab269a~mv2.webp,Kids Tooth Brush,,,109.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ed4f337-8709-9628-e2e0-849c1f4f8c75,Product,"Colgate Kids Batman Toothbrush pack of 3, Extra Soft Bristles","Introducing the Colgate Kids Batman Toothbrush for children aged 5 and above, designed with extra soft bristles to ensure a gentle yet effective cleaning experience. At Dentaltourismclinicsindia, we prioritize your child's dental health by offering high-quality dental products that make oral hygiene fun and engaging. This toothbrush features Batman’s iconic imagery, encouraging kids to develop healthy brushing habits. Trust Dentaltourismclinicsindia to provide the best in pediatric dental care and products that support your child's beautiful smile.",b6120a_b5147ce20126438e8f051599e3af0800~mv2.jpg;b6120a_d8278cc073d046d4a00a48d2c54a68b9~mv2.jpg;b6120a_4a5004cc17454f9fb7bfe10fc9d81f59~mv2.jpg;b6120a_4634d98b05834ffda88c5df94eb56bfe~mv2.jpg;b6120a_34d6db86377341cdb13a59d625fda133~mv2.jpg;b6120a_6bb2665801ea4693be0a1ce6ec43289b~mv2.jpg,Kids Tooth Brush,,,199.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29ee7d3f-75f7-e3a4-03c6-f08399646872,Product,"Hexidine Antiseptic-Antiplaque Mouthwash, 80 ml","Discover optimal oral health with Hexidine Antiseptic-Antiplaque Mouthwash, 80 ml, available exclusively at Dentaltourismclinicsindia. This professional-grade mouthwash effectively fights bacteria and prevents plaque buildup, ensuring your smile stays radiant and healthy. Our commitment to top-notch dental care is reflected in every product we offer, guaranteeing you receive only the best. Visit our dental center and embrace a healthier, brighter smile with Hexidine.",b6120a_97c0da598e514adb851e14be54d358eb~mv2.webp,Mouth Washes;Antiseptic/ Therapeutic Mouthwash,,,78.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74ae9fff-fcea-c09f-be7f-2da0105f373c,Product,Freshclor Mouthwash,"Experience the refreshing and long-lasting protection of Freshclor Mouthwash, meticulously crafted to complement the comprehensive dental care services provided by Dentaltourismclinicsindia. Our expertly formulated mouthwash eliminates 99.9% of oral bacteria, ensuring your mouth stays clean and your breath remains fresh throughout the day. At Dentaltourismclinicsindia, we value your oral health and aim to provide only the best products to support your dental hygiene regime, perfectly aligning with our top-tier dental treatments. Trust Freshclor Mouthwash for a revitalizing oral care routine that echoes our commitment to excellence and your well-being.",b6120a_557a3b8a725b4711802f69d151f96a94~mv2.webp,Mouth Washes,,,273.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fb67cba8-245e-c289-110c-bb3941a5d88c,Product,SBL's Rinsout Drop Mouthwash - 30 ML |Pack Of 1|,"Discover the ultimate in oral care with SBL's Rinsout Drop Mouthwash - 30 ML, brought to you by Dentaltourismclinicsindia. Perfect for maintaining optimal dental hygiene, this mouthwash is an essential addition to your daily routine, offering a refreshing burst that eliminates bacteria and freshens breath effectively. Tailored for our health-conscious visitors, this compact and potent formula aligns seamlessly with our commitment to provide top-tier dental solutions and services. Incorporate it into your travel kit or daily regimen for a convenient, powerful clean. Choose SBL's Rinsout Drop Mouthwash and experience the trusted care we proudly endorse at Dentaltourismclinicsindia.",b6120a_8a9578c6397347598cc4bf1fa8991865~mv2.webp,Mouth Washes,,,108.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e5bbfe4b-2636-756e-5c7e-dc6f0c61873e,Product,BIOAYURVEDA Anti-Bacterial Germ Defense Mouth Wash | Ayurvedic Oral Rinse with N,"Experience unparalleled oral hygiene with BIOAYURVEDA Anti-Bacterial Germ Defense Mouth Wash, now available at Dentaltourismclinicsindia. This Ayurvedic Oral Rinse leverages nature's best ingredients to provide a holistic approach to dental care. With each rinse, it effectively targets harmful bacteria, ensuring your mouth feels fresh and protected. As advocates for premium dental services and sustainable solutions, we are committed to bringing you products that enhance your oral health naturally. Embrace dental wellness with a touch of Ayurveda, right here at our Dental Center.",b6120a_34b451fd27694ca593c01de92edc767d~mv2.jpg;b6120a_685115ead9b54792a33f27cc9d447d90~mv2.jpg;b6120a_44ad26f3fd1d42e6a00edc4917b75a16~mv2.jpg;b6120a_8aa287782cd9410a9f1481da9d2e919b~mv2.jpg;b6120a_db04d4382bd8496abc26929dc20fe2b9~mv2.jpg;b6120a_76d96a126d7848bbaacea361f1f13936~mv2.jpg,Mouth Washes;Antiseptic/ Therapeutic Mouthwash;Herbal Ayurvedic Mouthwash,,,230.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7493278e-f49c-d010-a883-5152652e76d8,Product,"Oral-B Complete Lasting Freshness Arctic Mint Mouthwash, 250ml","Experience the invigorating sensation of Oral-B Complete Lasting Freshness Arctic Mint Mouthwash, 250ml at Dentaltourismclinicsindia. Crafted to deliver long-lasting freshness, this premium mouthwash effectively combats bad breath while promoting overall oral health. Our dental center is dedicated to providing top-quality care and products, ensuring your visit is both beneficial and pleasant. Integrate this essential oral hygiene product into your daily routine for a refreshing and confident smile. Trust our expertise to support your journey toward optimal dental wellness.",b6120a_66331eb6800941b2808c6a885cb01a09~mv2.jpg,Mouth Washes;Antiseptic/ Therapeutic Mouthwash;Whitening mouthwash;Cosmetic Mouthwash,,,1929.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f4608e46-3b95-ae75-863b-f9b92b4a7989,Product,DABUR Red Pulling Oil : Ayurvedic Mouthwash Kavala Gandusha Therapy|Oil Pulling,"Experience holistic oral care at Dentaltourismclinicsindia with DABUR Red Pulling Oil: Ayurvedic Mouthwash Kavala Gandusha Therapy. This ancient oil pulling practice harnesses the power of Ayurveda to detoxify your mouth, promote gum health, and freshen breath naturally. Our center upholds the highest standards of dental care, integrating traditional wisdom with modern expertise. Choose DABUR Red Pulling Oil for a balanced oral hygiene routine that complements our comprehensive dental services. Invest in your oral health with a solution that aligns with our commitment to excellence and natural wellness.",b6120a_7376674ff8714ead813b975794199f29~mv2.jpg,Mouth Washes;Herbal Ayurvedic Mouthwash,,,230.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
